,AGE,DRIVING_EXPERIENCE,CREDIT_SCORE,VEHICLE_OWNERSHIP,MARRIED,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,GENDER,VEHICLE_YEAR(before 2015),VEHICLE_TYPE(sports car)
1391,3,1,0.6331253784372326,1.0,1.0,9.0,4,1,3,0.0,1,1,0
1392,2,2,0.4275608354586653,0.0,0.0,14.0,0,0,1,0.0,1,1,0
1393,0,0,0.1719461465592734,1.0,0.0,11.697003206900366,0,0,0,1.0,1,1,0
1394,2,2,0.4175859096253334,0.0,0.0,17.0,1,0,1,0.0,0,1,0
1395,3,3,0.4335788270627034,0.0,1.0,9.0,10,1,5,0.0,1,1,0
1396,2,2,0.5158128096027941,1.0,1.0,10.0,2,1,0,0.0,0,1,0
1397,0,0,0.5158128096027941,0.0,0.0,16.0,0,0,0,1.0,1,1,0
1398,1,1,0.2939442709464665,0.0,0.0,15.0,0,0,1,1.0,1,1,0
1399,0,0,0.3667668775354431,1.0,0.0,11.697003206900366,0,0,0,1.0,1,1,0
1400,1,1,0.7537068295963879,1.0,0.0,14.0,0,0,1,1.0,0,1,0
1401,3,3,0.5653739995178882,1.0,1.0,8.0,11,1,0,0.0,0,1,1
1402,2,2,0.6992068026332687,1.0,1.0,9.0,4,2,0,0.0,1,1,0
1403,2,0,0.6759014187945687,0.0,0.0,15.0,0,0,0,1.0,0,1,0
1404,2,2,0.5819448753476587,1.0,0.0,16.0,0,0,1,0.0,1,0,0
1405,3,3,0.5579938528070139,1.0,1.0,8.0,11,2,0,0.0,1,0,0
1406,1,1,0.5158128096027941,0.0,0.0,12.0,1,0,0,1.0,0,1,0
1407,3,0,0.5761218348559991,0.0,1.0,13.0,0,0,0,1.0,0,1,0
1408,1,1,0.2000544061533787,0.0,0.0,13.0,3,1,1,0.0,1,1,0
1409,0,0,0.2877081919505582,0.0,0.0,16.0,0,0,0,0.0,0,1,0
1410,2,1,0.5479344934453008,1.0,0.0,10.0,2,0,0,0.0,0,1,0
1411,1,1,0.5660095062977862,1.0,0.0,12.0,1,0,1,0.0,0,1,0
1412,0,0,0.2942476343306913,1.0,0.0,15.0,0,0,0,0.0,1,1,1
1413,0,0,0.528252123724409,1.0,0.0,14.0,0,0,0,1.0,1,1,0
1414,3,3,0.6247325793532983,1.0,1.0,11.0,1,1,1,0.0,0,0,1
1415,1,1,0.5158128096027941,0.0,0.0,7.0,1,0,2,0.0,0,1,0
1416,1,1,0.5158128096027941,1.0,0.0,14.0,2,0,2,0.0,1,0,0
1417,1,1,0.7645391467624049,1.0,0.0,7.0,5,0,1,0.0,0,1,0
1418,0,0,0.5158128096027941,0.0,0.0,15.0,0,0,0,1.0,0,1,0
1419,0,0,0.5358175849673692,0.0,1.0,15.0,0,0,0,1.0,0,1,0
1420,1,1,0.3607985341463078,1.0,0.0,16.0,0,0,0,0.0,0,1,0
1421,0,0,0.4925676182081357,1.0,0.0,11.697003206900366,0,0,0,1.0,1,1,0
1422,1,1,0.5158128096027941,1.0,0.0,13.0,0,1,3,0.0,1,1,0
1423,1,0,0.6749346402678857,0.0,1.0,11.697003206900366,0,0,0,1.0,0,0,0
1424,1,1,0.3593490144752712,0.0,0.0,13.0,5,1,2,1.0,1,1,0
1425,0,0,0.3698460345206058,0.0,0.0,14.0,0,0,0,1.0,0,1,0
1426,3,1,0.7725842396081845,0.0,0.0,16.0,1,0,0,1.0,0,1,0
1427,2,0,0.6208050516360596,1.0,1.0,13.0,0,0,0,0.0,0,0,0
1428,2,2,0.5377571686257666,1.0,1.0,11.0,2,0,0,0.0,0,1,0
1429,2,2,0.5823559985127149,1.0,1.0,12.0,0,0,0,0.0,0,0,0
1430,2,2,0.6350821354567281,1.0,1.0,11.697003206900366,2,0,3,0.0,1,1,0
1431,1,1,0.6944868066429871,1.0,1.0,12.0,2,0,2,0.0,1,0,0
1432,1,0,0.2921921490656985,0.0,0.0,12.0,0,0,0,0.0,0,0,0
1433,3,2,0.6406213074929796,1.0,1.0,12.0,4,0,3,0.0,1,1,0
1434,1,1,0.5158128096027941,1.0,1.0,11.0,2,1,2,0.0,1,0,0
1435,1,1,0.3688705897717839,1.0,0.0,13.0,0,0,0,0.0,0,1,0
1436,1,1,0.3897883988501614,1.0,0.0,15.0,0,0,0,0.0,1,0,0
1437,1,1,0.5966110352087228,1.0,0.0,11.697003206900366,0,0,1,0.0,0,0,0
1438,2,2,0.6636630728417405,1.0,1.0,8.0,2,0,5,0.0,0,0,0
1439,1,1,0.3752825494625618,1.0,0.0,16.0,0,1,0,1.0,0,0,0
1440,2,2,0.6518121915052597,1.0,1.0,7.0,2,0,4,0.0,0,0,0
1441,1,1,0.2438782761572769,1.0,0.0,11.697003206900366,0,0,0,0.0,0,1,0
1442,0,0,0.6531145655351576,1.0,0.0,10.0,0,0,0,1.0,0,1,0
1443,1,1,0.4233795488037928,1.0,0.0,11.697003206900366,0,0,1,0.0,0,1,0
1444,3,3,0.5158128096027941,0.0,0.0,12.0,2,1,5,0.0,0,1,0
1445,3,3,0.4877163705214293,1.0,1.0,14.0,1,1,2,0.0,1,1,0
1446,3,3,0.7347168609010569,1.0,0.0,14.0,4,0,2,0.0,0,1,0
1447,0,0,0.5426963745001643,1.0,0.0,11.697003206900366,0,0,0,1.0,0,1,0
1448,2,2,0.4326072305459561,1.0,1.0,11.0,0,0,1,0.0,0,1,0
1449,0,0,0.4082489900846957,0.0,1.0,11.0,0,0,0,1.0,0,1,1
1450,1,1,0.7139746286419786,1.0,0.0,11.0,0,0,0,0.0,0,1,0
1451,1,1,0.4744424816375184,1.0,0.0,16.0,0,0,2,1.0,1,1,0
1452,2,2,0.5158128096027941,1.0,1.0,17.0,1,0,1,0.0,1,1,0
1453,2,2,0.609711031981781,1.0,1.0,11.697003206900366,5,0,4,0.0,1,0,0
1454,2,2,0.5777847889982202,0.0,0.0,12.0,3,2,2,0.0,1,1,0
1455,2,1,0.5045828282314394,1.0,1.0,9.0,1,0,1,0.0,0,1,0
1456,0,0,0.3403461714413165,1.0,0.0,12.0,0,0,0,0.0,1,0,0
1457,3,3,0.5158128096027941,1.0,0.0,15.0,1,0,3,0.0,1,1,0
1458,0,0,0.5337722655596098,0.0,0.0,13.0,0,0,0,1.0,1,1,0
1459,1,0,0.6366828182690416,0.0,1.0,10.0,0,0,0,1.0,1,0,0
1460,2,2,0.4544469195392025,1.0,0.0,15.0,2,0,1,0.0,1,1,0
1461,1,1,0.5120008207104843,0.0,1.0,11.0,3,0,0,1.0,0,1,0
1462,2,2,0.3644138664579334,0.0,1.0,7.0,0,0,1,0.0,0,1,0
1463,3,1,0.8573570012255691,0.0,1.0,9.0,1,1,2,1.0,0,1,0
1464,1,1,0.5037686995508438,0.0,0.0,11.697003206900366,0,0,1,1.0,1,1,0
1465,1,1,0.535622682575498,1.0,1.0,9.0,2,0,1,0.0,1,0,0
1466,3,3,0.6700081778757916,1.0,0.0,11.0,1,0,5,0.0,1,1,0
1467,2,2,0.7086117611504978,1.0,0.0,9.0,1,0,0,0.0,0,1,0
1468,2,1,0.6417202482487389,0.0,1.0,10.0,0,0,0,0.0,0,1,0
1469,2,0,0.4504891385915822,1.0,1.0,12.0,0,0,0,0.0,0,1,0
1470,0,0,0.4578980654711784,0.0,0.0,13.0,0,0,0,1.0,1,1,0
1471,1,0,0.2947766518672688,0.0,1.0,11.0,0,0,0,1.0,0,1,0
1472,1,1,0.4702667725463446,1.0,0.0,8.0,1,0,0,0.0,0,1,0
1473,1,1,0.3448138443032327,1.0,0.0,14.0,2,0,1,0.0,1,1,0
1474,2,1,0.5520183886629846,1.0,0.0,13.0,0,0,0,0.0,0,0,0
1475,1,1,0.4252811553799311,0.0,1.0,14.0,0,0,0,0.0,0,0,0
1476,1,1,0.5951810837458443,0.0,1.0,12.0,2,0,0,0.0,0,1,0
1477,2,0,0.6004551641841693,1.0,1.0,12.0,0,0,0,1.0,1,1,0
1478,3,3,0.6830716682406902,1.0,1.0,6.0,8,0,4,0.0,1,1,0
1479,0,0,0.5934441402402558,0.0,0.0,11.697003206900366,0,0,0,1.0,0,1,0
1480,0,0,0.5158128096027941,1.0,0.0,13.0,0,0,0,1.0,1,1,0
1481,2,0,0.4112607340361535,0.0,1.0,11.0,0,0,0,1.0,0,1,0
1482,1,1,0.4862485671686249,1.0,0.0,9.0,1,0,0,0.0,0,1,0
1483,2,1,0.6631350934617573,1.0,1.0,12.0,1,1,2,0.0,1,1,0
1484,2,2,0.5158128096027941,0.0,1.0,11.697003206900366,1,0,2,0.0,0,1,0
1485,3,3,0.410211832996772,1.0,1.0,11.697003206900366,1,1,8,0.0,1,1,0
1486,0,0,0.5158128096027941,1.0,0.0,10.0,0,0,0,1.0,1,1,0
1487,0,0,0.54128087074694,0.0,1.0,14.0,0,0,0,1.0,1,1,1
1488,2,2,0.8259127336694695,1.0,1.0,10.0,2,1,0,0.0,1,0,0
1489,1,0,0.5158128096027941,1.0,1.0,11.0,0,0,0,0.0,0,1,0
1490,1,1,0.4327990376137225,1.0,0.0,13.0,0,0,0,0.0,1,1,0
1491,1,1,0.6531346805952563,0.0,1.0,10.0,0,0,0,1.0,0,1,0
1492,3,2,0.6585698019422619,1.0,1.0,12.0,0,0,3,0.0,0,1,0
1493,2,2,0.3776521180272241,1.0,0.0,11.0,0,0,2,0.0,0,1,0
1494,2,2,0.5158128096027941,1.0,1.0,11.697003206900366,2,0,2,0.0,0,1,0
1495,1,1,0.5158128096027941,0.0,0.0,13.0,2,0,0,0.0,0,1,0
1496,2,2,0.6114283704412116,1.0,1.0,13.0,2,1,1,0.0,0,0,0
1497,2,2,0.5300029601626921,0.0,1.0,8.0,9,1,1,0.0,1,1,0
1498,0,0,0.6658044484751473,1.0,0.0,11.0,0,0,0,0.0,0,0,0
1499,3,1,0.6764470887101591,1.0,0.0,11.0,0,0,0,0.0,0,0,0
1500,1,1,0.5418672821303814,0.0,1.0,6.0,3,2,1,0.0,1,1,0
1501,1,1,0.4543913057133936,1.0,1.0,11.697003206900366,1,2,1,0.0,0,1,0
1502,2,2,0.5773390893127768,1.0,1.0,11.0,2,0,2,0.0,1,1,0
1503,2,2,0.6754294019276363,1.0,1.0,8.0,1,2,5,0.0,1,0,0
1504,1,1,0.6175130394101569,1.0,0.0,14.0,0,0,0,1.0,0,0,0
1505,2,1,0.5749994535452866,0.0,0.0,11.0,1,1,1,1.0,1,1,1
1506,1,0,0.6238790577275641,1.0,1.0,16.0,0,0,0,0.0,0,0,0
1507,1,1,0.7955568213583091,1.0,0.0,17.0,0,0,1,1.0,1,1,0
1508,2,1,0.5926096840740965,0.0,1.0,13.0,0,0,0,0.0,0,1,0
1509,2,0,0.4720291922931867,1.0,1.0,9.0,0,0,0,1.0,0,0,0
1510,3,3,0.6288764873080216,1.0,1.0,7.0,2,1,3,0.0,0,1,0
1511,1,1,0.4964996457402483,1.0,0.0,11.0,1,0,1,1.0,0,1,0
1512,3,3,0.6542716199084817,1.0,1.0,9.0,2,0,1,0.0,0,0,0
1513,3,1,0.5411171526670346,0.0,1.0,7.0,2,0,4,1.0,1,0,0
1514,2,2,0.6711526308625162,1.0,1.0,13.0,2,1,2,0.0,1,1,0
1515,1,1,0.5158128096027941,1.0,0.0,11.697003206900366,0,1,1,0.0,1,1,0
1516,1,1,0.5836264756827344,1.0,0.0,11.0,0,0,1,0.0,0,1,0
1517,3,3,0.6349648687817423,1.0,1.0,14.0,5,2,2,0.0,1,0,0
1518,0,0,0.2887835942837985,0.0,0.0,15.0,0,0,0,1.0,1,1,0
1519,2,1,0.5464771405777197,1.0,1.0,9.0,1,0,0,0.0,1,1,0
1520,2,2,0.6018770408109756,1.0,1.0,11.697003206900366,4,0,0,0.0,1,1,0
1521,0,0,0.2469505160422721,0.0,0.0,9.0,0,0,0,1.0,1,1,0
1522,1,1,0.6650377664996788,1.0,1.0,16.0,2,1,0,0.0,1,0,0
1523,2,1,0.4253726168466054,0.0,1.0,9.0,2,0,1,0.0,0,0,1
1524,0,0,0.3360517759929724,1.0,1.0,12.0,0,0,0,1.0,1,1,0
1525,0,0,0.3928280180316749,1.0,0.0,16.0,0,0,0,1.0,0,1,0
1526,1,1,0.4993148108076061,1.0,0.0,17.0,0,0,1,0.0,0,0,0
1527,3,3,0.6773942647724964,1.0,0.0,14.0,3,1,4,1.0,1,1,0
1528,1,0,0.3599178912483734,1.0,0.0,11.697003206900366,0,0,0,1.0,1,1,0
1529,1,1,0.3730878422592478,0.0,1.0,11.0,0,1,2,1.0,1,1,0
1530,2,2,0.6154684595384661,1.0,1.0,11.0,4,0,1,0.0,0,0,0
1531,0,0,0.3976377563353084,0.0,1.0,10.0,0,0,0,1.0,1,1,0
1532,2,1,0.6770587526543413,0.0,1.0,7.0,1,0,3,0.0,0,1,0
1533,3,3,0.4681964499145391,1.0,1.0,7.0,7,0,2,0.0,0,0,0
1534,3,2,0.6119055041598039,1.0,1.0,13.0,1,0,3,0.0,0,1,0
1535,3,3,0.6977579641522408,1.0,1.0,13.0,2,1,1,0.0,0,0,0
1536,1,1,0.5969627792495601,1.0,1.0,11.0,2,0,1,0.0,0,0,0
1537,2,2,0.5599157372912646,1.0,1.0,17.0,1,1,0,0.0,0,0,0
1538,2,2,0.6003341486734926,0.0,0.0,14.0,1,0,3,0.0,0,1,0
1539,1,1,0.2902069116355317,0.0,0.0,16.0,1,0,0,1.0,0,1,1
1540,2,2,0.5468430438250886,0.0,0.0,9.0,3,0,2,0.0,0,1,0
1541,2,1,0.4994842253450598,0.0,0.0,13.0,0,0,0,0.0,0,1,0
1542,2,2,0.6128967758260766,1.0,1.0,13.0,0,0,0,0.0,0,0,0
1543,2,0,0.3913905444971415,1.0,1.0,14.0,0,0,0,0.0,0,1,0
1544,2,2,0.4889530344800872,1.0,0.0,18.0,0,0,1,0.0,0,1,0
1545,2,2,0.5962166787982206,1.0,1.0,9.0,0,0,0,0.0,0,0,0
1546,1,1,0.3288220420707868,1.0,1.0,14.0,1,0,1,0.0,0,1,0
1547,0,0,0.5158128096027941,0.0,0.0,13.0,0,0,0,1.0,1,1,0
1548,2,2,0.5158128096027941,1.0,1.0,10.0,3,0,0,0.0,0,0,0
1549,2,2,0.7326876616299971,1.0,1.0,11.0,8,1,2,0.0,1,0,0
1550,1,1,0.5158128096027941,1.0,0.0,14.0,1,0,0,0.0,1,1,0
1551,3,0,0.5944769038293404,0.0,1.0,14.0,0,0,0,0.0,0,0,0
1552,0,0,0.239237292465458,0.0,0.0,15.0,0,0,0,0.0,0,0,0
1553,1,0,0.654758523557963,1.0,0.0,11.0,0,0,0,1.0,0,1,0
1554,3,3,0.5944585157381121,1.0,1.0,14.0,4,0,4,0.0,1,1,0
1555,2,2,0.545037688684192,1.0,1.0,12.0,1,2,1,0.0,0,1,0
1556,0,0,0.4243746466627321,1.0,1.0,15.0,0,0,0,1.0,1,1,1
1557,0,0,0.2924216807627052,0.0,0.0,12.0,0,0,0,1.0,1,1,0
1558,2,2,0.6000895688751031,1.0,1.0,10.0,2,0,1,0.0,0,1,0
1559,0,0,0.2795792338887905,1.0,0.0,7.0,0,0,0,1.0,1,1,0
1560,1,0,0.5900170607758642,0.0,1.0,11.697003206900366,0,0,0,0.0,0,1,0
1561,1,0,0.3618763212555671,0.0,1.0,9.0,0,0,0,1.0,1,1,0
1562,2,2,0.5595152009839386,1.0,1.0,10.0,6,3,1,0.0,1,1,0
1563,1,1,0.2292753633984657,1.0,1.0,8.0,3,0,2,0.0,1,1,0
1564,3,3,0.6360258083796877,0.0,1.0,11.0,8,1,9,0.0,1,1,0
1565,1,1,0.4920460979337053,1.0,1.0,12.0,1,0,0,0.0,0,1,0
1566,3,2,0.6645208041519342,1.0,1.0,10.0,2,0,0,1.0,0,1,0
1567,2,2,0.5134071870775959,1.0,1.0,10.0,9,0,2,0.0,1,0,0
1568,2,2,0.4144222255873609,1.0,1.0,14.0,1,0,4,0.0,1,0,0
1569,1,1,0.3383206685980323,1.0,0.0,15.0,1,0,0,0.0,0,1,0
1570,1,1,0.5838111791901199,1.0,1.0,11.0,0,1,0,0.0,1,1,0
1571,1,1,0.6050756232722501,1.0,1.0,11.697003206900366,3,0,2,0.0,0,1,0
1572,1,1,0.8110580664014475,1.0,1.0,9.0,4,0,0,0.0,0,0,0
1573,1,1,0.6165478094400887,0.0,0.0,16.0,2,1,0,0.0,0,0,0
1574,1,1,0.6939218716430463,0.0,0.0,11.0,2,0,0,1.0,1,1,0
1575,0,0,0.3600840439351249,1.0,0.0,11.697003206900366,0,0,0,1.0,1,1,0
1576,2,2,0.6872984522417026,1.0,1.0,12.0,6,1,2,0.0,0,0,0
1577,3,3,0.5996956646686804,0.0,0.0,13.0,2,0,2,0.0,0,1,0
1578,0,0,0.6932730562505753,1.0,1.0,15.0,0,0,0,0.0,1,1,0
1579,1,1,0.3308566737384718,1.0,0.0,11.697003206900366,3,1,2,0.0,1,0,0
1580,3,3,0.5657720983137879,1.0,1.0,10.0,3,0,2,0.0,0,1,0
1581,1,0,0.6573121349168785,0.0,0.0,13.0,0,0,0,0.0,0,0,0
1582,1,0,0.5238648570285495,1.0,1.0,9.0,0,0,0,0.0,0,0,0
1583,2,2,0.3637436901420261,1.0,1.0,11.0,4,1,3,0.0,1,1,0
1584,2,2,0.7340414416940386,1.0,1.0,11.697003206900366,2,0,1,0.0,0,1,0
1585,0,0,0.4861063085385872,1.0,0.0,5.0,0,0,0,0.0,1,1,0
1586,2,2,0.5158128096027941,1.0,0.0,9.0,2,0,0,0.0,0,1,0
1587,2,2,0.4743964121917534,0.0,1.0,13.0,5,2,6,0.0,0,1,0
1588,2,1,0.4315068771925517,1.0,1.0,15.0,0,0,0,1.0,0,1,0
1589,1,1,0.5746291487013679,1.0,1.0,14.0,0,0,1,0.0,1,0,0
1590,2,0,0.6069088408199534,1.0,1.0,10.0,0,0,0,0.0,0,1,0
1591,1,0,0.6597415729056748,1.0,0.0,13.0,0,0,0,0.0,1,0,0
1592,0,0,0.5468524546537378,0.0,0.0,15.0,0,0,0,1.0,0,0,0
1593,1,0,0.6331577699602148,1.0,1.0,3.0,0,0,0,1.0,0,1,0
1594,3,2,0.6404256230186519,1.0,1.0,10.0,1,0,4,0.0,1,0,0
1595,2,2,0.4712685598165698,1.0,1.0,7.0,4,0,0,0.0,0,1,0
1596,1,1,0.4863769900569829,0.0,0.0,11.697003206900366,0,0,2,0.0,1,0,0
1597,2,1,0.7699371488819384,0.0,0.0,7.0,2,0,1,1.0,0,0,0
1598,3,3,0.5127228689047442,1.0,0.0,14.0,1,2,3,0.0,1,0,0
1599,2,0,0.8650769553530809,1.0,1.0,8.0,0,0,0,0.0,0,0,0
1600,0,0,0.6124684841669664,1.0,1.0,4.0,0,0,0,0.0,0,0,0
1601,2,2,0.5158128096027941,1.0,0.0,12.0,1,3,2,0.0,1,1,0
1602,0,0,0.5092867506873217,0.0,0.0,13.0,0,0,0,1.0,0,1,0
1603,1,1,0.6191939666417331,1.0,0.0,11.697003206900366,1,0,0,0.0,1,1,0
1604,1,1,0.2256597356116017,0.0,0.0,15.0,0,0,4,1.0,1,1,0
1605,2,2,0.4374925466030241,0.0,0.0,11.0,6,0,0,0.0,1,0,0
1606,0,0,0.5158128096027941,1.0,0.0,11.697003206900366,0,0,0,1.0,0,1,0
1607,3,3,0.5158128096027941,1.0,1.0,3.0,10,0,3,0.0,0,1,0
1608,2,0,0.518143953834333,1.0,1.0,11.0,0,0,0,1.0,0,1,0
1609,2,2,0.6303391775678869,1.0,1.0,5.0,0,1,1,0.0,0,0,0
1610,1,1,0.3452102040241184,1.0,0.0,19.0,0,1,0,0.0,0,1,0
1611,2,0,0.5158128096027941,1.0,1.0,13.0,0,0,0,1.0,0,1,0
1612,0,0,0.5559327515948029,1.0,1.0,12.0,0,0,0,1.0,0,1,0
1613,0,0,0.4575970504976258,1.0,0.0,15.0,0,0,0,0.0,0,1,0
1614,0,0,0.6513183939456508,0.0,0.0,13.0,0,0,0,1.0,1,1,0
1615,1,1,0.5909761364191773,1.0,0.0,14.0,0,0,0,0.0,0,0,0
1616,1,1,0.4342809975252036,1.0,1.0,11.0,1,1,0,0.0,0,1,0
1617,1,0,0.5158128096027941,1.0,1.0,11.697003206900366,0,0,0,0.0,0,1,0
1618,1,1,0.3009812918467103,0.0,1.0,5.0,4,0,3,1.0,1,1,0
1619,1,1,0.4474790749771535,0.0,1.0,9.0,2,0,1,0.0,1,1,0
1620,2,2,0.51038152684021,1.0,0.0,15.0,2,0,5,0.0,1,1,0
1621,3,3,0.3974021678163336,1.0,1.0,11.0,7,0,4,0.0,1,0,0
1622,3,3,0.5158128096027941,1.0,1.0,6.0,6,1,6,0.0,1,1,0
1623,2,1,0.5158128096027941,1.0,1.0,12.0,2,0,0,1.0,1,1,0
1624,3,3,0.7810158108961347,1.0,1.0,10.0,2,0,1,0.0,1,1,0
1625,2,2,0.3171815759117624,1.0,0.0,15.0,0,0,2,0.0,1,1,0
1626,2,0,0.5158128096027941,1.0,1.0,8.0,0,0,0,0.0,0,0,0
1627,2,2,0.5873143657537631,1.0,1.0,13.0,1,0,2,0.0,1,1,0
1628,3,3,0.7347563670775583,1.0,1.0,6.0,7,0,9,0.0,1,1,0
1629,3,2,0.5083976199576173,1.0,1.0,10.0,2,1,1,0.0,0,1,0
1630,3,0,0.5765068305992592,1.0,1.0,14.0,0,0,0,1.0,1,1,0
1631,3,3,0.7286601324813126,1.0,1.0,9.0,4,3,4,0.0,1,0,0
1632,0,0,0.4712409125588638,1.0,0.0,12.0,0,0,0,1.0,0,1,0
1633,1,1,0.3555009229375722,0.0,0.0,12.0,0,1,3,0.0,1,1,1
1634,2,2,0.5849341635897704,0.0,1.0,7.0,1,1,0,0.0,0,1,0
1635,3,3,0.5118001651135141,1.0,1.0,11.697003206900366,3,0,6,0.0,1,0,0
1636,1,1,0.3955453580326143,1.0,0.0,12.0,3,0,1,0.0,1,1,0
1637,1,1,0.5409513034660882,1.0,0.0,18.0,0,0,0,0.0,0,1,0
1638,1,1,0.4505246603167246,1.0,1.0,11.0,1,0,1,0.0,1,1,1
1639,3,3,0.6275676333855695,1.0,1.0,13.0,3,1,4,0.0,0,1,0
1640,1,1,0.8526945253806033,1.0,0.0,13.0,1,0,0,0.0,0,1,0
1641,1,1,0.5158128096027941,0.0,1.0,10.0,1,0,1,1.0,0,1,0
1642,1,1,0.5708669818485634,1.0,0.0,14.0,0,1,0,0.0,1,0,0
1643,1,1,0.5035263513409084,1.0,0.0,15.0,1,0,0,1.0,0,1,0
1644,2,1,0.5158128096027941,1.0,1.0,7.0,2,0,0,0.0,1,1,0
1645,0,0,0.3882392683110089,1.0,0.0,11.697003206900366,0,0,0,0.0,0,1,0
1646,1,1,0.6058083800020564,1.0,0.0,12.0,2,0,0,1.0,0,1,0
1647,1,1,0.7139073299346723,1.0,1.0,8.0,0,1,4,0.0,1,0,0
1648,2,2,0.4180525498107537,1.0,1.0,11.0,0,0,1,0.0,0,1,0
1649,1,0,0.6037070998428994,0.0,0.0,17.0,0,0,0,1.0,1,1,0
1650,3,1,0.584608456109682,0.0,1.0,13.0,0,1,2,0.0,1,1,0
1651,0,0,0.5158128096027941,1.0,0.0,14.0,0,0,0,0.0,1,1,1
1652,2,2,0.7658383224497411,1.0,1.0,14.0,1,0,2,0.0,0,1,1
1653,1,1,0.3195459210267399,0.0,0.0,11.0,0,1,3,1.0,1,1,0
1654,0,0,0.2621006909187042,1.0,0.0,14.0,0,0,0,0.0,0,1,0
1655,1,1,0.4856002685685674,1.0,0.0,12.0,3,0,0,1.0,1,1,0
1656,2,2,0.6113387710090395,1.0,1.0,11.0,0,0,0,0.0,0,1,0
1657,2,0,0.547731741672538,1.0,0.0,11.697003206900366,0,0,0,1.0,0,1,1
1658,0,0,0.3482717006159108,0.0,1.0,8.0,0,0,0,0.0,0,1,0
1659,0,0,0.2359715462607108,1.0,0.0,18.0,0,0,0,0.0,0,1,0
1660,1,0,0.4060786898349925,0.0,0.0,13.0,0,0,0,1.0,0,1,0
1661,3,3,0.573339898568441,1.0,0.0,10.0,5,0,7,0.0,1,1,0
1662,2,2,0.6110940512740566,1.0,0.0,10.0,3,0,2,0.0,0,1,0
1663,1,1,0.6712216702067488,1.0,0.0,17.0,2,0,0,1.0,1,1,0
1664,0,0,0.3753627061617993,0.0,0.0,14.0,0,0,0,0.0,0,0,0
1665,3,3,0.5617405020058411,1.0,1.0,14.0,6,0,2,0.0,1,0,0
1666,0,0,0.548657389784573,1.0,0.0,16.0,0,0,0,1.0,0,1,0
1667,3,3,0.6050525422768438,1.0,1.0,11.0,8,0,3,0.0,1,0,0
1668,0,0,0.2928223358851285,0.0,0.0,10.0,0,0,0,1.0,1,1,0
1669,3,1,0.6066589529874641,1.0,1.0,12.0,1,0,0,1.0,1,1,1
1670,1,0,0.5358403859005467,1.0,1.0,12.0,0,0,0,0.0,0,1,0
1671,3,3,0.7383996023443815,1.0,0.0,16.0,1,0,1,0.0,0,0,0
1672,0,0,0.3833147491990453,1.0,0.0,15.0,0,0,0,1.0,0,1,0
1673,1,1,0.5158128096027941,1.0,0.0,13.0,2,0,2,0.0,1,1,1
1674,1,1,0.4952767419940733,1.0,0.0,12.0,1,0,3,1.0,1,1,0
1675,0,0,0.4009780682608883,1.0,0.0,15.0,0,0,0,0.0,1,0,0
1676,2,2,0.5158128096027941,0.0,1.0,8.0,2,1,1,0.0,0,1,0
1677,3,3,0.5777705296614133,1.0,1.0,12.0,5,2,5,0.0,1,0,0
1678,2,1,0.5084156821111837,1.0,1.0,11.697003206900366,3,0,0,0.0,1,1,0
1679,1,1,0.8327923827915409,1.0,1.0,14.0,2,0,2,0.0,0,1,0
1680,2,1,0.4359576015508167,1.0,1.0,9.0,4,1,2,0.0,1,0,0
1681,0,0,0.4779712932320399,0.0,0.0,14.0,0,0,0,1.0,1,1,0
1682,2,2,0.4501764104829549,0.0,1.0,12.0,5,1,0,0.0,1,0,0
1683,0,0,0.4072467866003519,0.0,0.0,11.697003206900366,0,0,0,1.0,0,1,0
1684,2,0,0.5321225124933344,0.0,0.0,16.0,0,0,0,1.0,0,1,0
1685,1,1,0.5351371977032543,1.0,1.0,12.0,0,0,2,0.0,0,1,0
1686,2,0,0.6170336467528514,0.0,0.0,10.0,0,0,0,1.0,0,1,0
1687,2,0,0.5786031306097281,1.0,1.0,12.0,0,0,0,1.0,0,1,0
1688,1,1,0.5571804876973983,0.0,0.0,15.0,1,0,3,0.0,1,1,0
1689,3,3,0.7494278169433513,1.0,1.0,9.0,7,1,6,0.0,1,0,0
1690,1,0,0.3595385199642436,1.0,1.0,9.0,0,0,0,0.0,1,1,0
1691,1,1,0.7492616372893721,1.0,0.0,13.0,0,0,0,0.0,1,1,0
1692,0,0,0.1573968220490889,1.0,0.0,15.0,0,0,0,0.0,0,1,0
1693,0,0,0.4990858950667509,1.0,0.0,11.697003206900366,0,0,0,1.0,1,1,0
1694,0,0,0.5158128096027941,1.0,0.0,13.0,0,0,0,0.0,1,1,0
1695,0,0,0.4724195112793811,0.0,0.0,11.0,0,0,0,1.0,0,1,0
1696,0,0,0.265255675128123,0.0,0.0,14.0,0,0,0,1.0,1,1,0
1697,1,1,0.6175759911698873,1.0,0.0,15.0,0,1,0,0.0,0,0,0
1698,3,2,0.4308247424408329,1.0,1.0,5.0,9,2,0,0.0,1,0,0
1699,1,0,0.3805381145497736,0.0,1.0,10.0,0,0,0,1.0,0,1,0
1700,1,0,0.395930988823429,0.0,0.0,11.0,0,0,0,0.0,0,1,0
1701,2,2,0.5158128096027941,1.0,1.0,11.0,3,1,0,0.0,0,1,0
1702,3,2,0.5614435674391676,1.0,1.0,8.0,8,0,2,0.0,1,0,0
